kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_sma,koi_incl,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,koi_smet,koi_kepmag,koi_srho
K00196.01,CONFIRMED,1.855557556,2.35672,10570.1,0.554,1853.8,10.05,1436.0,1004.89,0.0286,84.47,0.097147,5657.0,4.441,0.947,0.903,-0.08,14.465,1.04421
K00197.01,CONFIRMED,17.276296682,3.94738,10458.0,0.085,871.4,7.31,538.0,19.88,0.1209,89.87,0.090661,4941.0,4.599,0.738,0.79,0.0,14.018,3.04681
K00199.01,CONFIRMED,3.268695042,3.45188,10091.4,0.065,1429.9,16.91,1597.0,1539.0,0.0453,89.53,0.091563,5927.0,4.046,1.691,1.161,0.14,14.879,0.87558
K00200.01,CONFIRMED,7.340714946,2.9987,8510.5,0.568,856.3,14.31,1155.0,421.03,0.0801,88.13,0.087453,6056.0,4.191,1.498,1.268,0.36,14.412,1.83834
K00201.01,CONFIRMED,4.225384543,2.82038,7563.0,0.074,1457.8,9.0,1111.0,360.46,0.0516,89.66,0.078185,5574.0,4.403,1.054,1.025,0.42,14.014,1.98451
K00202.01,CONFIRMED,1.72086129,2.0243,10184.5,0.725,1654.9,13.25,1647.0,1743.61,0.0287,82.35,0.099872,5742.0,4.297,1.215,1.068,0.26,14.309,1.02994
K00203.01,CONFIRMED,1.485710994,2.2874,20823.9,0.105,1176.6,14.48,1562.0,1404.81,0.0257,88.93,0.130256,5624.0,4.432,1.018,1.021,0.3,14.141,1.52356
K00204.01,CONFIRMED,3.246732048,3.0535,6998.2,0.475,775.0,12.4,1459.0,1072.7,0.0442,86.55,0.077925,5763.0,4.15,1.457,1.093,0.26,14.678,0.88211
K00205.01,CONFIRMED,11.720123999,3.0039,9763.3,0.623,707.3,7.94,660.0,44.89,0.0935,88.67,0.094404,5215.0,4.564,0.77,0.792,-0.16,14.518,2.65963
K00206.01,CONFIRMED,5.334082429,6.2226,4676.5,0.045,653.4,13.08,1495.0,1180.64,0.0665,89.63,0.062872,6332.0,4.016,1.905,1.373,0.04,14.463,0.22622
K00208.01,CONFIRMED,3.003879547,3.2848,8538.0,0.338,80.8,10.96,1438.0,1011.87,0.0439,87.33,0.085668,6311.0,4.398,1.172,1.253,0.21,14.996,0.79594
K00209.01,CONFIRMED,50.79034648,10.8474,5671.1,0.058,508.8,10.6,612.0,33.12,0.2776,89.91,0.069067,6163.0,4.185,1.406,1.102,-0.06,14.274,0.40843
K00209.02,CONFIRMED,18.79591276,7.5235,2431.4,0.695,282.3,7.39,852.0,124.64,0.1431,87.35,0.048106,6163.0,4.185,1.406,1.102,-0.06,14.274,0.18078
K00214.01,CONFIRMED,3.311864148,1.4049,5976.5,0.905,448.2,9.06,1116.0,365.94,0.0437,85.26,0.088567,5461.0,4.499,0.937,1.012,0.44,14.256,2.25943
K00216.01,CONFIRMED,20.172024672,3.1488,5368.1,0.334,226.8,6.24,564.0,24.0,0.1353,89.61,0.066137,5064.0,4.474,0.864,0.811,0.18,14.711,5.65507
K00216.02,CONFIRMED,7.51854537,2.845,286.7,0.13,19.4,1.42,784.0,89.41,0.0701,89.63,0.015061,5064.0,4.474,0.864,0.811,0.18,14.711,2.8135
K00217.01,CONFIRMED,3.905081685,2.8213,21340.5,0.131,1315.8,12.78,1046.0,282.59,0.0485,89.37,0.13191,5543.0,4.54,0.887,0.997,0.21,15.127,2.09428
K00219.01,CONFIRMED,8.025118521,5.3694,3120.4,0.454,373.0,7.79,1093.0,336.73,0.0804,87.6,0.052128,6002.0,4.196,1.369,1.073,0.0,14.153,0.37629
K00220.01,CONFIRMED,2.422084188,2.5613,1871.8,0.058,423.7,3.55,1213.0,511.66,0.0344,89.56,0.039181,5598.0,4.565,0.83,0.928,-0.1,14.236,1.37113
K00220.02,CONFIRMED,4.12511935,2.877,114.7,0.253,21.6,0.88,1016.0,252.18,0.049,88.65,0.00976,5598.0,4.565,0.83,0.928,-0.1,14.236,1.37114
K00221.01,CONFIRMED,3.413036353,2.61366,3868.7,0.046,480.7,6.62,1200.0,490.24,0.0427,89.75,0.055812,5392.0,4.314,1.087,0.888,0.18,14.622,1.90183
K00221.02,CONFIRMED,5.89661966,3.154,144.0,0.039,15.3,1.28,1000.0,237.1,0.0614,89.84,0.01076,5392.0,4.314,1.087,0.888,0.18,14.622,1.63771
K00222.01,CONFIRMED,6.312508525,2.7455,1286.0,0.029,112.5,2.0,575.0,25.94,0.0561,89.91,0.032005,4090.0,4.696,0.571,0.591,-0.18,14.735,2.82876
K00222.02,CONFIRMED,12.7945474,3.4197,816.7,0.18,54.1,1.6,455.0,10.1,0.0899,89.64,0.025596,4090.0,4.696,0.571,0.591,-0.18,14.735,2.77961
K00223.01,CONFIRMED,3.177414601,1.5262,1134.3,0.786,113.7,2.65,997.0,233.26,0.039,85.79,0.034227,5303.0,4.63,0.708,0.785,-0.38,14.708,2.30913
K00223.02,CONFIRMED,41.0081117,4.376,1004.5,0.878,43.9,2.64,425.0,7.72,0.2144,88.72,0.034114,5303.0,4.63,0.708,0.785,-0.38,14.708,0.67537
K00226.01,CONFIRMED,8.30865307,3.2747,836.1,0.333,74.3,2.42,747.0,73.53,0.0747,88.99,0.026057,5022.0,4.485,0.849,0.804,0.18,14.817,1.82711
K00229.01,CONFIRMED,3.573202801,2.88,2975.0,0.053,362.1,5.81,1210.0,507.91,0.0457,89.69,0.049237,5646.0,4.37,1.08,0.996,0.22,14.72,1.45984
K00232.01,CONFIRMED,12.466004437,5.0066,2232.1,0.209,304.6,5.65,897.0,152.76,0.1051,89.39,0.043414,6038.0,4.284,1.191,0.995,-0.16,14.247,0.89661
K00232.02,CONFIRMED,5.766165573,3.8314,364.8,0.017,65.6,2.27,1159.0,426.48,0.0629,89.92,0.017485,6038.0,4.284,1.191,0.995,-0.16,14.247,0.91393
K00232.03,CONFIRMED,21.58752788,4.4968,336.8,0.009,34.0,2.18,747.0,73.42,0.1516,89.99,0.016798,6038.0,4.284,1.191,0.995,-0.16,14.247,2.10549
K00232.04,CONFIRMED,37.9962369,6.7751,403.7,0.023,37.8,2.39,618.0,34.55,0.221,89.97,0.018389,6038.0,4.284,1.191,0.995,-0.16,14.247,1.08783
K00232.05,CONFIRMED,56.2590881,8.114,348.8,0.026,29.7,2.22,543.0,20.49,0.287,89.97,0.017091,6038.0,4.284,1.191,0.995,-0.16,14.247,0.93373
K00234.01,CONFIRMED,9.61375316,4.654,797.9,0.604,108.6,3.27,931.0,177.26,0.0897,87.37,0.026947,5997.0,4.364,1.11,1.037,0.02,14.283,0.46378
K00235.01,CONFIRMED,5.63252508,2.1448,634.4,0.455,70.9,2.04,844.0,119.75,0.0598,88.58,0.023204,5216.0,4.58,0.804,0.896,0.14,14.353,3.71393
K00237.01,CONFIRMED,8.508333104,3.4559,646.5,0.004,93.4,2.6,909.0,161.66,0.0806,89.99,0.023076,5767.0,4.396,1.03,0.963,0.0,14.176,1.86439
K00238.01,CONFIRMED,17.23232894,4.5568,509.8,0.395,64.1,2.79,817.0,105.47,0.1312,89.17,0.020998,6086.0,4.274,1.216,1.013,-0.16,14.061,1.28263
K00238.02,CONFIRMED,26.6951944,4.576,132.6,0.136,13.4,1.4,706.0,58.81,0.1757,89.83,0.010567,6086.0,4.274,1.216,1.013,-0.16,14.061,2.35995
K00239.01,CONFIRMED,5.640676975,2.8354,1453.3,0.033,145.9,4.59,1125.0,379.36,0.0627,89.88,0.034594,5794.0,4.282,1.216,1.032,0.14,14.762,2.31253
K00239.02,CONFIRMED,3.62275506,2.7868,180.6,0.007,22.3,1.62,1304.0,683.84,0.0467,89.96,0.012192,5794.0,4.282,1.216,1.032,0.14,14.762,1.47144
K00240.01,CONFIRMED,4.286866229,4.4726,1321.9,0.757,167.3,4.14,1217.0,517.66,0.0535,81.72,0.036172,6228.0,4.441,1.049,1.107,-0.08,14.982,0.14938
K00241.01,CONFIRMED,13.82142084,3.985,765.2,0.904,75.3,2.2,560.0,23.15,0.1005,86.05,0.030937,4983.0,4.66,0.651,0.715,-0.44,14.139,0.22484
K00241.02,CONFIRMED,30.9505927,5.394,301.4,0.958,23.2,1.51,428.0,7.91,0.1719,86.47,0.021282,4983.0,4.66,0.651,0.715,-0.44,14.139,0.07455
K00241.03,CONFIRMED,3.41045981,2.866,136.2,0.971,22.5,1.06,892.0,149.88,0.0395,70.06,0.014889,4983.0,4.66,0.651,0.715,-0.44,14.139,0.03759
K00244.01,CONFIRMED,12.720370263,2.7306,1180.1,0.787,485.5,4.75,934.0,180.23,0.1101,88.12,0.03461,6267.0,4.28,1.258,1.097,-0.06,10.734,1.6008
K00244.02,CONFIRMED,6.238535444,3.5255,401.6,0.008,274.5,2.53,1185.0,465.61,0.0685,89.97,0.018412,6267.0,4.28,1.258,1.097,-0.06,10.734,1.27172
K00245.01,CONFIRMED,39.79220077,4.466,610.4,0.019,179.5,1.9,458.0,10.38,0.2144,89.98,0.022303,5437.0,4.571,0.781,0.829,-0.24,9.705,4.02378
K00245.02,CONFIRMED,21.30181863,3.8763,87.3,0.086,32.4,0.72,564.0,23.89,0.1413,89.88,0.008442,5437.0,4.571,0.781,0.829,-0.24,9.705,3.12966
K00245.03,CONFIRMED,13.3669309,3.733,12.2,0.4064,7.4,0.27,656.0,43.71,0.1025,88.81,0.003223,5417.0,4.567,0.772,0.803,-0.32,9.705,1.67383
K00245.04,CONFIRMED,51.20690303,8.99,,,,,,,,,,,,,,,9.705,
K00246.01,CONFIRMED,5.398752862,3.4303,346.5,0.015,289.6,2.21,1140.0,398.33,0.0602,89.93,0.0169,5790.0,4.279,1.198,0.997,0.06,9.997,1.19003
K00246.02,CONFIRMED,9.60505976,3.0063,55.0,0.54,32.2,0.91,941.0,185.15,0.0883,88.51,0.006981,5790.0,4.279,1.198,0.997,0.06,9.997,1.83471
K00247.01,CONFIRMED,13.81504449,2.3244,1032.6,0.868,46.7,1.91,391.0,5.52,0.0903,88.06,0.034399,3732.0,4.736,0.509,0.515,0.02,14.216,1.66032
K00248.01,CONFIRMED,7.203855862,2.5418,1765.9,0.037,101.1,2.25,509.0,15.87,0.0595,89.9,0.038237,3834.0,4.708,0.539,0.541,-0.02,15.264,4.13698
K00248.02,CONFIRMED,10.91274065,2.1801,1387.2,0.685,57.4,2.13,443.0,9.12,0.0785,88.68,0.036155,3834.0,4.708,0.539,0.541,-0.02,15.264,4.17699
K00248.03,CONFIRMED,2.576571021,1.5997,852.8,0.187,63.6,1.57,717.0,62.42,0.03,89.14,0.0267,3834.0,4.708,0.539,0.541,-0.02,15.264,5.48224
K00248.04,CONFIRMED,18.59611518,2.3052,813.8,0.014,27.6,1.53,371.0,4.48,0.112,89.99,0.025959,3834.0,4.708,0.539,0.541,-0.02,15.264,13.82558
K00249.01,CONFIRMED,9.549277089,1.5832,1826.9,0.068,112.2,1.57,374.0,4.62,0.0646,89.92,0.038907,3547.0,4.899,0.369,0.396,-0.14,14.486,22.61413
K00250.01,CONFIRMED,12.282998287,2.7096,2794.7,0.047,137.2,2.83,431.0,8.14,0.0847,89.93,0.048233,3879.0,4.708,0.537,0.537,-0.12,15.473,5.98262
K00250.02,CONFIRMED,17.25121397,2.0371,2054.8,0.749,68.6,2.64,385.0,5.17,0.1063,89.09,0.044983,3879.0,4.708,0.537,0.537,-0.12,15.473,6.65796
K00250.03,CONFIRMED,3.543919702,1.8717,507.0,0.022,38.2,1.21,652.0,42.68,0.037,89.91,0.020559,3879.0,4.708,0.537,0.537,-0.12,15.473,4.85351
K00250.04,CONFIRMED,46.82767725,1.9033,1537.7,0.393,32.4,2.13,276.0,1.37,0.2068,89.87,0.036335,3879.0,4.708,0.537,0.537,-0.12,15.473,50.49124
K00251.01,CONFIRMED,4.164384505,1.8464,2338.0,0.59,132.1,2.54,590.0,28.75,0.0411,87.73,0.045876,3808.0,4.754,0.508,0.534,-0.06,14.752,3.60443
K00251.02,CONFIRMED,5.77440326,1.768,245.3,0.425,11.8,0.8,529.0,18.6,0.0511,88.94,0.014483,3808.0,4.754,0.508,0.534,-0.06,14.752,6.89053
K00252.01,CONFIRMED,17.60461401,3.716,2292.1,0.715,80.1,2.64,362.0,4.07,0.1072,88.52,0.046863,3744.0,4.737,0.516,0.529,0.06,15.613,1.29603
K00253.01,CONFIRMED,6.383159135,1.7504,2313.2,0.197,64.4,2.73,530.0,18.73,0.0562,89.61,0.043356,3757.0,4.681,0.576,0.581,0.48,15.254,10.80586
K00253.02,CONFIRMED,20.6180348,3.267,769.5,0.155,16.3,1.57,359.0,3.92,0.1228,89.82,0.024893,3757.0,4.681,0.576,0.581,0.48,15.254,5.1879
K00254.01,CONFIRMED,2.455240626,1.72722,36911.9,0.144,1341.6,10.6,730.0,67.3,0.0298,89.35,0.170837,3793.0,4.697,0.568,0.587,0.32,15.979,6.33298
K00255.01,CONFIRMED,27.52194772,4.047,2312.8,0.35,106.5,2.47,314.0,2.28,0.1445,89.61,0.044275,3780.0,4.746,0.511,0.531,-0.02,15.108,3.33633
K00257.01,CONFIRMED,6.88341278,2.0674,487.4,0.083,35.4,2.63,1080.0,321.63,0.075,89.82,0.020209,6139.0,4.359,1.193,1.19,0.2,10.868,6.91352
K00260.01,CONFIRMED,10.49566303,4.7356,106.1,0.16,48.7,1.34,1009.0,244.59,0.0958,89.46,0.00948,6214.0,4.238,1.297,1.059,-0.16,10.5,0.82675
K00260.02,CONFIRMED,100.2830675,10.8636,351.2,0.535,81.9,2.51,475.0,12.07,0.4312,89.5,0.017719,6214.0,4.238,1.297,1.059,-0.16,10.5,0.42858
K00260.03,CONFIRMED,21.86965714,5.5177,125.5,0.557,43.5,1.51,790.0,92.0,0.1562,88.75,0.01063,6214.0,4.238,1.297,1.059,-0.16,10.5,0.65917
K00261.01,CONFIRMED,16.23847733,3.9699,646.7,0.766,125.8,2.76,711.0,60.35,0.1235,87.94,0.025459,5683.0,4.422,0.993,0.951,0.04,10.297,0.69363
K00262.01,CONFIRMED,7.81285862,4.098,117.3,0.03,32.3,1.68,1196.0,483.06,0.0817,89.88,0.009941,6237.0,4.136,1.543,1.187,0.0,10.421,0.98735
K00262.02,CONFIRMED,9.37663713,2.1033,118.4,0.828,21.0,1.89,1125.0,379.3,0.0922,87.6,0.011189,6237.0,4.136,1.543,1.187,0.0,10.421,1.66531
K00265.01,CONFIRMED,3.568099612,3.2131,98.4,0.531,52.5,1.36,1407.0,926.89,0.0473,85.83,0.00935,6007.0,4.232,1.334,1.107,0.08,11.994,0.58177
K00266.01,CONFIRMED,25.30893566,5.7704,153.7,0.799,54.2,1.77,710.0,60.2,0.1763,87.81,0.01257,5949.0,4.272,1.292,1.14,0.18,11.472,0.26856
K00269.01,CONFIRMED,18.01164974,6.7367,107.8,0.924,60.8,1.83,900.0,155.37,0.1469,83.74,0.011469,6477.0,4.224,1.459,1.3,0.1,10.927,0.03546
K00270.01,CONFIRMED,12.58229808,6.375,118.7,0.044,62.1,1.53,917.0,167.41,0.1027,89.83,0.009854,5587.0,4.091,1.423,0.911,-0.1,11.411,0.42153
K00270.02,CONFIRMED,33.67280658,8.2267,170.9,0.309,61.2,1.86,661.0,45.09,0.1979,89.41,0.011948,5587.0,4.091,1.423,0.911,-0.1,11.411,0.45683
K00271.01,CONFIRMED,48.6303805,7.0805,339.8,0.034,53.9,2.48,590.0,28.6,0.2791,89.96,0.016784,6075.0,4.264,1.352,1.225,0.32,11.485,1.21283
K00271.02,CONFIRMED,29.39337161,7.0445,327.0,0.512,69.7,2.5,698.0,55.98,0.1995,88.95,0.016963,6075.0,4.264,1.352,1.225,0.32,11.485,0.48118
K00271.03,CONFIRMED,14.4359459,3.414,107.3,0.613,22.0,1.46,884.0,144.45,0.1242,88.65,0.009895,6075.0,4.264,1.352,1.225,0.32,11.485,1.58394
K00273.01,CONFIRMED,10.573751447,1.7259,298.9,0.785,82.0,2.07,844.0,120.25,0.0964,88.51,0.017524,5720.0,4.4,1.08,1.067,0.34,11.457,4.7061
K00274.01,CONFIRMED,15.0896415,4.3349,77.8,0.02,29.5,1.42,968.0,207.64,0.1231,89.96,0.008074,6063.0,4.061,1.613,1.092,-0.1,11.39,1.60067
K00274.02,CONFIRMED,22.8030252,4.768,62.9,0.291,20.4,1.29,843.0,119.6,0.1622,89.53,0.007316,6063.0,4.061,1.613,1.092,-0.1,11.39,1.59187
K00275.01,CONFIRMED,15.79196594,7.2772,203.1,0.032,77.3,2.4,910.0,161.97,0.1328,89.89,0.012882,5758.0,4.072,1.704,1.251,0.3,11.696,0.35927
K00275.02,CONFIRMED,82.2001239,10.627,233.9,0.001,47.9,2.57,525.0,17.96,0.3988,90.0,0.013819,5758.0,4.072,1.704,1.251,0.3,11.696,0.60202
K00276.01,CONFIRMED,41.74598855,4.6125,421.8,0.049,110.5,2.4,584.0,27.58,0.2384,89.96,0.018741,5978.0,4.316,1.171,1.034,0.0,11.854,3.78052
K00277.01,CONFIRMED,16.23191704,7.461,501.6,0.017,194.9,3.54,926.0,174.1,0.1259,89.94,0.020452,5919.0,4.042,1.585,1.009,-0.2,11.866,0.35076
K00277.02,CONFIRMED,13.84984567,7.2783,84.6,0.012,35.2,1.45,977.0,214.98,0.1133,89.95,0.008397,5919.0,4.042,1.585,1.009,-0.2,11.866,0.31133
K00279.01,CONFIRMED,28.45489091,8.1593,1418.6,0.5,244.7,6.08,769.0,82.7,0.1993,88.82,0.035375,6206.0,4.159,1.573,1.305,0.22,11.684,0.32991
K00279.02,CONFIRMED,15.4130812,6.6358,264.3,0.372,55.2,2.59,944.0,187.39,0.1324,88.73,0.015072,6206.0,4.159,1.573,1.305,0.22,11.684,0.3757
K00279.03,CONFIRMED,7.5143967,4.865,36.3,0.399,9.8,0.96,1199.0,488.52,0.082,87.91,0.005597,6206.0,4.159,1.573,1.305,0.22,11.684,0.43555
K00280.01,CONFIRMED,11.87290814,2.5342,332.7,0.904,84.7,2.25,863.0,131.55,0.1025,86.93,0.019838,6147.0,4.412,1.04,1.014,-0.18,11.072,0.64846
K00281.01,CONFIRMED,19.55662003,8.087,298.9,0.606,111.0,2.45,797.0,95.35,0.134,87.7,0.01649,5671.0,4.094,1.36,0.839,-0.36,11.947,0.17036
K00282.01,CONFIRMED,27.50871575,5.9291,639.2,0.577,190.3,2.98,663.0,45.66,0.1754,88.9,0.023998,5903.0,4.304,1.137,0.95,-0.16,11.529,0.67408
K00282.02,CONFIRMED,8.45744892,3.2893,77.4,0.494,31.0,1.02,982.0,220.05,0.0799,88.36,0.008247,5903.0,4.304,1.137,0.95,-0.16,11.529,1.36334
K00282.03,CONFIRMED,87.5177787,2.55,136.5,0.983,12.2,1.85,451.0,9.76,0.3794,89.16,0.014911,5903.0,4.304,1.137,0.95,-0.16,11.529,0.73311
K00283.01,CONFIRMED,16.09196369,2.8943,415.8,0.546,84.9,2.13,718.0,62.74,0.1238,89.14,0.019184,5680.0,4.414,1.016,0.978,0.12,11.525,3.56698
K00283.02,CONFIRMED,25.5172744,4.735,66.8,0.322,13.5,0.83,615.0,33.91,0.1684,89.53,0.007472,5680.0,4.414,1.016,0.978,0.12,11.525,1.76477
K00284.01,CONFIRMED,18.01019956,3.516,177.7,0.966,43.4,1.93,758.0,77.99,0.1312,85.52,0.01602,5931.0,4.322,1.101,0.929,-0.24,11.818,0.11002
K00284.02,CONFIRMED,6.41491277,3.3629,121.0,0.869,51.1,1.4,1069.0,309.12,0.0659,83.44,0.011625,5931.0,4.322,1.101,0.929,-0.24,11.818,0.2021
K00284.03,CONFIRMED,6.17817366,3.2601,101.9,0.775,43.5,1.22,1082.0,324.69,0.0643,85.28,0.010125,5931.0,4.322,1.101,0.929,-0.24,11.818,0.41392
K00284.04,CONFIRMED,110.2867031,4.427,145.3,0.675,16.4,1.41,414.0,6.96,0.4393,89.73,0.011693,5931.0,4.322,1.101,0.929,-0.24,11.818,4.58014
K00285.01,CONFIRMED,13.74883059,6.0968,425.9,0.658,167.6,3.63,975.0,213.84,0.1174,87.19,0.019908,5862.0,4.05,1.67,1.142,0.16,11.565,0.24298
K00285.02,CONFIRMED,26.723169,8.501,195.0,0.035,67.5,2.31,781.0,88.1,0.1829,89.92,0.012689,5862.0,4.05,1.67,1.142,0.16,11.565,0.38065
K00285.03,CONFIRMED,49.3567907,10.954,130.2,0.277,35.0,1.91,637.0,38.86,0.2754,89.53,0.010449,5862.0,4.05,1.67,1.142,0.16,11.565,0.2907
K00288.01,CONFIRMED,10.27532513,6.3093,209.7,0.315,99.5,3.04,1211.0,508.21,0.1047,88.49,0.013362,6150.0,3.96,2.086,1.448,0.22,11.02,0.30955
K00289.01,CONFIRMED,26.62941953,7.8709,492.8,0.015,106.9,3.13,742.0,71.75,0.1722,89.97,0.020245,5866.0,4.117,1.417,0.958,-0.2,12.747,0.48937
K00289.02,CONFIRMED,296.6375817,16.425,2763.1,0.429,250.0,7.56,332.0,2.88,0.8589,89.81,0.048876,5866.0,4.117,1.417,0.958,-0.2,12.747,0.49498
K00291.01,CONFIRMED,31.51779463,7.634,357.6,0.561,63.2,2.72,663.0,45.68,0.1951,88.8,0.017813,5611.0,4.144,1.4,0.995,0.16,12.848,0.36609
K00291.02,CONFIRMED,8.12999858,2.1492,148.0,0.896,26.1,2.04,1041.0,277.89,0.0791,86.24,0.013332,5611.0,4.144,1.4,0.995,0.16,12.848,0.73328
K00292.01,CONFIRMED,2.586639524,2.253,217.7,0.349,77.3,1.44,1328.0,735.48,0.0356,87.61,0.013613,5780.0,4.421,0.966,0.899,-0.2,12.872,1.65901
K00294.01,CONFIRMED,34.4359387,5.82,424.5,0.017,52.6,2.78,652.0,42.68,0.2194,89.98,0.018691,5929.0,4.243,1.363,1.185,0.3,12.674,1.55714
K00295.01,CONFIRMED,5.317440164,2.9331,292.5,0.72,80.9,1.94,1105.0,351.52,0.059,85.86,0.016817,5923.0,4.377,1.054,0.966,-0.14,12.324,0.66401
K00295.02,CONFIRMED,10.10575764,2.0138,116.8,0.828,19.9,1.28,892.0,149.4,0.0905,87.87,0.011144,5923.0,4.377,1.054,0.966,-0.14,12.324,2.03998
K00296.01,CONFIRMED,28.86236571,5.4033,449.2,0.778,64.4,2.53,623.0,35.56,0.1789,88.35,0.021303,5725.0,4.326,1.088,0.915,-0.08,12.935,0.44868
K00297.01,CONFIRMED,5.65178922,3.0933,134.1,0.906,39.5,2.03,1248.0,574.71,0.0676,81.85,0.012704,6085.0,4.218,1.463,1.29,0.48,12.182,0.15449
K00298.01,CONFIRMED,19.96367208,2.6403,270.9,0.846,36.3,1.5,564.0,23.88,0.1333,88.51,0.017335,5250.0,4.541,0.79,0.79,-0.16,12.713,1.64935
K00299.01,CONFIRMED,1.541676547,1.9118,296.5,0.362,94.1,1.88,1592.0,1517.84,0.0256,86.47,0.015785,5533.0,4.337,1.089,0.94,0.18,12.899,1.62021
K00301.01,CONFIRMED,6.002548291,4.1628,202.0,0.914,71.6,2.33,1209.0,504.79,0.0697,79.39,0.015656,6204.0,4.269,1.36,1.257,0.26,12.73,0.06421
K00301.02,CONFIRMED,11.44865823,4.953,75.2,0.824,21.9,1.32,975.0,213.39,0.1072,85.42,0.008892,6204.0,4.269,1.36,1.257,0.26,12.73,0.15837
K00302.01,CONFIRMED,24.85466504,9.182,776.2,0.746,88.0,7.61,1095.0,339.33,0.1992,87.08,0.027585,6967.0,3.864,2.527,1.7,-0.02,12.059,0.09592
K00303.01,CONFIRMED,60.92818866,6.3336,755.6,0.009,120.1,2.78,467.0,11.28,0.2897,89.99,0.024899,5638.0,4.359,1.023,0.871,-0.12,12.193,2.17742
K00304.01,CONFIRMED,8.512037736,2.1861,597.8,0.005,102.2,2.14,839.0,117.11,0.081,89.99,0.022246,5767.0,4.538,0.881,0.979,-0.06,12.549,7.34476
K00305.01,CONFIRMED,4.603575293,2.3499,440.4,0.246,79.7,1.51,810.0,101.65,0.0503,89.05,0.018677,4783.0,4.602,0.741,0.805,0.18,12.97,2.89884
K00306.01,CONFIRMED,24.30784323,2.6054,677.1,0.425,35.6,2.14,532.0,18.87,0.1594,89.63,0.023893,5313.0,4.571,0.82,0.913,0.12,12.63,9.3691
K00307.01,CONFIRMED,19.67409703,3.7535,204.9,0.914,39.0,1.78,711.0,60.37,0.144,87.05,0.01578,6023.0,4.423,1.031,1.027,-0.08,12.797,0.27301
K00307.02,CONFIRMED,5.21104597,3.3447,102.7,0.833,36.9,1.18,1107.0,354.82,0.0594,83.02,0.010461,6023.0,4.423,1.031,1.027,-0.08,12.797,0.22502
K00308.01,CONFIRMED,35.5969684,6.691,684.5,0.895,52.5,3.72,646.0,41.06,0.2178,87.51,0.028165,6212.0,4.309,1.209,1.082,-0.04,12.351,0.13057
K00312.01,CONFIRMED,11.57890926,2.7207,243.4,0.359,54.8,2.06,951.0,193.48,0.1062,89.33,0.014458,6156.0,4.284,1.303,1.193,0.14,12.459,4.1443
K00312.02,CONFIRMED,16.39926461,3.4108,220.8,0.115,46.4,1.94,847.0,121.53,0.134,89.82,0.013613,6156.0,4.284,1.303,1.193,0.14,12.459,3.56111
K00313.01,CONFIRMED,18.73577127,3.0356,567.2,0.785,81.8,2.1,568.0,24.66,0.1289,88.55,0.024162,5188.0,4.547,0.795,0.814,-0.04,12.99,1.60704
K00313.02,CONFIRMED,8.43639829,3.2451,345.5,0.51,76.8,1.5,742.0,71.51,0.0757,88.33,0.017275,5188.0,4.547,0.795,0.814,-0.04,12.99,1.42401
K00314.01,CONFIRMED,13.78109471,2.3188,756.0,0.545,112.8,1.42,402.0,6.17,0.0896,89.21,0.025926,3846.0,4.738,0.503,0.505,-0.24,12.925,6.11908
K00314.02,CONFIRMED,23.08902241,1.7012,598.3,0.32,57.4,1.24,338.0,3.1,0.1264,89.82,0.022578,3846.0,4.738,0.503,0.505,-0.24,12.925,36.24543
K00314.03,CONFIRMED,10.31282204,2.0138,137.6,0.061,22.0,0.59,443.0,9.07,0.0739,89.91,0.010729,3846.0,4.738,0.503,0.505,-0.24,12.925,10.93896
K00315.01,CONFIRMED,35.58349688,3.9885,937.6,0.001,90.8,2.03,408.0,6.54,0.1916,90.0,0.027158,4894.0,4.637,0.684,0.753,-0.24,12.968,5.12631
K00316.01,CONFIRMED,15.77111067,5.0574,547.1,0.009,123.2,2.62,752.0,75.61,0.1242,89.98,0.021029,5620.0,4.333,1.143,1.025,0.34,12.701,1.09537
K00316.02,CONFIRMED,157.0659976,8.1289,551.4,0.004,50.9,2.63,350.0,3.53,0.5749,90.0,0.021105,5620.0,4.333,1.143,1.025,0.34,12.701,2.62563
K00316.03,CONFIRMED,7.305706326,1.4228,264.9,0.826,43.6,2.11,972.0,210.72,0.0744,87.97,0.016939,5620.0,4.333,1.143,1.025,0.34,12.701,4.46699
K00317.01,CONFIRMED,22.20809549,7.3327,463.2,0.017,92.7,3.02,803.0,98.36,0.1699,89.96,0.019714,6336.0,4.266,1.403,1.324,0.34,12.885,0.50398
K00318.01,CONFIRMED,38.5833679,12.391,1388.2,0.905,46.1,8.56,761.0,79.08,0.2551,85.76,0.040669,6273.0,4.04,1.927,1.486,0.44,12.211,0.02329
K00319.01,CONFIRMED,46.15119482,6.3427,1817.3,0.904,286.0,10.02,703.0,57.8,0.2668,88.24,0.046727,5877.0,3.927,1.963,1.187,0.04,12.711,0.22498
K00321.01,CONFIRMED,2.426304127,2.6624,185.4,0.694,97.0,1.41,1302.0,679.12,0.0359,82.34,0.013272,5678.0,4.484,0.97,1.043,0.26,12.52,0.45332
K00321.02,CONFIRMED,4.62334491,3.0189,62.0,0.388,25.2,0.77,1050.0,287.25,0.0552,87.96,0.007238,5678.0,4.484,0.97,1.043,0.26,12.52,1.14429
